id; similarity
64317; Belongs to the patatin family., Contains 0 patatin domains.
64318; Belongs to the DHHC palmitoyltransferase family., Contains 0 DHHC-type zinc fingers., Contains DHHC-type zinc finger.
64319; None
64320; None
64321; None
64322; None
64323; None
64324; None
64325; Belongs to the pectinesterase family.
64326; None
64327; None
64328; None
64329; Belongs to the cytochrome P450 family.
64330; None
64331; Contains 0 SET domains., Contains 0 post-SET domains., Contains 0 pre-SET domains.
64332; None
64333; None
64334; None
64335; None
64336; None
64337; None
64338; None
64339; None
64340; Contains 0 MADS-box domains., Contains K-box domain.
64341; None
64342; None
64343; None
64344; Contains 0 BTB (POZ) domains.
64345; None
64346; None
64347; None
64348; Belongs to the peptidase C1 family.
64349; None
64350; None
64351; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
64352; Belongs to the glycosyl hydrolase 5 (cellulase A) family.
64353; None
64354; None
64355; Belongs to the type IA topoisomerase family., Contains 0 Toprim domains.
64356; Contains protein kinase domain.
64357; None
64358; None
64359; None
64360; None
64361; None
64362; None
64363; None
64364; Belongs to the protein kinase superfamily.
64365; None
64366; None
64367; None
64368; None
64369; None
64370; None
64371; None
64372; None
64373; None
64374; None
64375; Belongs to the heat shock protein 70 family.
64376; None
64377; None
64378; None
64379; None
64380; None
64381; None
64382; None
64383; None
64384; None
64385; Belongs to the patatin family., Contains 0 patatin domains.
64386; None
64387; None
64388; None
64389; None
64390; None
64391; None
64392; None
64393; None
64394; None
64395; None
64396; None
64397; None
64398; Belongs to the cytochrome P450 family.
64399; None
64400; Belongs to the peptidase S10 family.
64401; None
64402; Contains peptidase S8 domain., Contains peptidase Sdomain.
64403; None
64404; None
64405; None
64406; None
64407; None
64408; None
64409; None
64410; None
64411; Belongs to the ABC transporter superfamily.
64412; None
64413; Belongs to the heat shock protein 70 family.
64414; None
64415; None
64416; None
64417; None
64418; None
64419; Contains 0 PPIase FKBP-type domains.
64420; None
64421; Belongs to the MCM family., Contains MCM domain.
64422; None
64423; None
64424; Contains START domain.
64425; None
64426; None
64427; None
64428; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
64429; Contains 0 MADS-box domains.
64430; None
64431; None
64432; None
64433; Belongs to the UDP-glycosyltransferase family.
64434; None
64435; Belongs to the cyclophilin-type PPIase family., Contains 0 PPIase cyclophilin-type domains.
64436; None
64437; None
64438; None
64439; None
64440; None
64441; None
64442; None
64443; None
64444; None
64445; None
64446; None
64447; None
64448; None
64449; None
64450; None
64451; Contains 0 ANK repeats.
64452; None
64453; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
64454; Belongs to the ABC transporter superfamily., Contains ABC transmembrane type-1 domains.
64455; Contains protein kinase domain.
64456; Contains 0 F-box domain.
64457; None
64458; Belongs to the 4HPPD family.
64459; None
64460; None
64461; None
64462; None
64463; None
64464; None
64465; None
64466; None
64467; None
64468; None
64469; Contains 0 F-box domain.
64470; None
64471; None
64472; Belongs to the TRAFAC class OBG-HflX-like GTPase superfamily. OBG GTPase family. NOG subfamily.
64473; None
64474; None
64475; Belongs to the cyclophilin-type PPIase family., Contains 0 PPIase cyclophilin-type domains.
64476; None
64477; Belongs to the peptidase M18 family.
64478; None
64479; None
64480; None
64481; None
64482; None
64483; None
64484; None
64485; None
64486; None
64487; None
64488; None
64489; None
64490; None
64491; None
64492; None
64493; None
64494; None
64495; None
64496; None
64497; None
64498; None
64499; Belongs to the cytochrome P450 family.
64500; None
64501; None
64502; None
64503; Belongs to the ABC transporter superfamily.
64504; None
64505; None
64506; None
64507; Contains MYND-type zinc finger., Contains USP domain.
64508; None
64509; Belongs to the ABC transporter superfamily.
64510; None
64511; None
64512; None
64513; None
64514; Belongs to the peptidase S14 family.
64515; None
64516; Belongs to the type II topoisomerase family., Contains 0 Toprim domains.
64517; Belongs to the glycosyl hydrolase 1 family.
64518; Belongs to the protein kinase superfamily., Contains protein kinase domain.
64519; Contains 0 SET domains., Contains 0 post-SET domains.
64520; None
64521; None
64522; None
64523; None
64524; None
64525; None
64526; None
64527; None
64528; None
64529; Belongs to the peptidase C19 family., Contains USP domain.
64530; None
64531; Belongs to the PP2C family., Contains PPM-type phosphatase domain.
64532; Belongs to the SINA (Seven in absentia) family., Contains 0 RING-type zinc fingers., Contains 0 SIAH-type zinc fingers., Contains 1 RING-type zinc finger., Contains 1 SIAH-type zinc finger., Contains RING-type zinc finger.
64533; None
64534; None
64535; None
64536; None
64537; Contains homeobox DNA-binding domain.
64538; Contains 0 C2 domains.
64539; None
64540; None
64541; None
64542; None
64543; None
64544; None
64545; Contains 0 chitin-binding type-1 domains.
64546; None
64547; None
64548; None
64549; None
64550; None
64551; None
64552; Belongs to the syntaxin family., Contains t-SNARE coiled-coil homology domain.
64553; None
64554; Belongs to the mitochondrial carrier (TC 2.A.29) family.
64555; None
64556; None
64557; None
64558; Belongs to the TUB family., Contains 0 F-box domains.
64559; None
64560; None
64561; Contains 0 SET domains.
64562; Belongs to the protein kinase superfamily., Contains protein kinase domain.
64563; None
64564; Belongs to the monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family.
64565; None
64566; Contains 0 basic helix-loop-helix (bHLH) domains.
64567; None
64568; Contains 0 PPIase cyclophilin-type domains.
64569; Contains cyclic nucleotide-binding domain.
64570; None
64571; None
64572; None
64573; None
64574; None
64575; None
64576; Contains AP2/ERF DNA-binding domain.
64577; None
64578; None
64579; None
64580; None
64581; None
64582; Belongs to the ARF family., Contains 0 TF-B3 DNA-binding domains., Contains PB1 domain.
64583; Contains 0 MADS-box domains., Contains MADS-box domain.
64584; None
64585; None
64586; None
64587; Contains 0 MADS-box domains., Contains MADS-box domain.
64588; None
64589; Belongs to the small GTPase superfamily. Rab family.
64590; None
64591; None
64592; None
64593; None
64594; None
64595; Contains 0 BTB (POZ) domains.
64596; None
64597; Belongs to the pectinesterase family.
64598; Belongs to the peptidase C19 family., Contains USP domain.
64599; None
64600; None
64601; None
64602; None
64603; Contains JmjC domain.
64604; None
64605; None
64606; Belongs to the UDP-glycosyltransferase family.
64607; None
64608; None
64609; None
64610; None
64611; None
64612; None
64613; Contains 0 F-box domain.
64614; None
64615; None
64616; None
64617; None
64618; Belongs to the UDP-glycosyltransferase family.
64619; None
64620; None
64621; None
64622; None
64623; None
64624; Contains protein kinase domain.
64625; None
64626; Contains protein kinase domain.
64627; None
64628; Contains PPM-type phosphatase domain.
64629; None
64630; None
64631; Contains 0 F-box domain.
64632; Belongs to the HSF family.
64633; None
64634; None
64635; None
64636; Belongs to the glycosyl hydrolase 17 family.
64637; None
64638; Belongs to the SecY/SEC61-alpha family.
64639; None
64640; None
64641; None
64642; None
64643; None
64644; None
64645; None
64646; None
64647; None
64648; None
64649; None
64650; None
64651; None
64652; None
64653; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family.
64654; None
64655; Belongs to the protein kinase superfamily.
64656; None
64657; None
64658; None
64659; None
64660; None
64661; Contains protein kinase domain.
64662; None
64663; None
64664; None
64665; None
64666; None
64667; None
64668; Belongs to the PTR2/POT transporter (TC 2.A.17) family.
64669; None
64670; None
64671; None
64672; None
64673; None
64674; None
64675; Contains 0 MADS-box domains., Contains MADS-box domain.
64676; None
64677; Contains homeobox DNA-binding domain.
64678; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IB subfamily., Contains 0 HMA domains.
64679; None
64680; None
64681; None
64682; None
64683; Belongs to the heat shock protein 70 family.
64684; None
64685; None
64686; None
64687; Belongs to the MLO family.
64688; None
64689; Belongs to the peptidase A1 family.
64690; None
64691; None
64692; None
64693; Belongs to the cyclophilin-type PPIase family., Contains 0 PPIase cyclophilin-type domains.
64694; None
64695; None
64696; None
64697; None
64698; None
64699; Belongs to the polysaccharide lyase 1 family.
64700; Contains 0 basic helix-loop-helix (bHLH) domains.
64701; None
64702; Belongs to the UDP-glycosyltransferase family.
64703; Belongs to the expansin family., Contains expansin-like CBD domain., Contains expansin-like EG45 domain.
64704; None
64705; None
64706; Belongs to the NAD(P)-dependent epimerase/dehydratase family.
64707; Belongs to the cytochrome P450 family.
64708; None
64709; Belongs to the protein kinase superfamily.
64710; None
64711; None
64712; None
64713; None
64714; None
64715; Belongs to the protein kinase superfamily., Contains protein kinase domain.
64716; None
64717; None
64718; None
64719; None
64720; None
64721; None
64722; Contains 0 F-box domain.
64723; None
64724; None
64725; Contains 0 basic helix-loop-helix (bHLH) domains.
64726; Belongs to the cytochrome P450 family.
64727; Contains cyclic nucleotide-binding domain.
64728; Contains 0 reticulon domains.
64729; None
64730; None
64731; Belongs to the ubiquitin-conjugating enzyme family.
64732; Contains 0 basic helix-loop-helix (bHLH) domains.
64733; None
64734; None
64735; None
64736; None
64737; Belongs to the pectinesterase family.
64738; Belongs to the ARF family., Contains 0 TF-B3 DNA-binding domains., Contains PB1 domain.
64739; None
64740; Contains AP2/ERF DNA-binding domain.
64741; Belongs to the cytochrome P450 family.
64742; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
64743; None
64744; None
64745; None
64746; None
64747; None
64748; None
64749; Belongs to the V-ATPase proteolipid subunit family.
64750; None
64751; None
64752; None
64753; None
64754; None
64755; None
64756; None
64757; None
64758; None
64759; None
64760; None
64761; None
64762; Contains AP2/ERF DNA-binding domain.
64763; None
64764; None
64765; None
64766; Belongs to the glycosyl hydrolase 5 (cellulase A) family.
64767; Contains 0 F-box domain.
64768; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family.
64769; None
64770; None
64771; None
64772; None
64773; None
64774; None
64775; None
64776; None
64777; Contains 0 KH domains.
64778; None
64779; None
64780; None
64781; Contains 0 ANK repeats., Contains ACB (acyl-CoA-binding) domain.
64782; None
64783; None
64784; None
64785; Belongs to the glycosyltransferase 8 family.
64786; None
64787; None
64788; None
64789; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family., Contains 0 kinesin motor domains.
64790; Belongs to the protein kinase superfamily.
64791; None
64792; None
64793; None
64794; Belongs to the PP2C family., Contains PPM-type phosphatase domain.
64795; None
64796; None
64797; Belongs to the glycosyl hydrolase 18 family.
64798; None
64799; None
64800; None
64801; None
64802; None
64803; None
64804; None
64805; None
64806; None
64807; Contains 0 F-box domain.
64808; None
64809; Contains AP2/ERF DNA-binding domain.
64810; None
64811; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
64812; None
64813; Contains peptidase S8 domain., Contains peptidase Sdomain.
64814; None
64815; None
64816; None
64817; None
64818; None
64819; None
64820; None
64821; None
64822; None
64823; Belongs to the class-II aminoacyl-tRNA synthetase family.
64824; None
64825; None
64826; None
64827; None
64828; None
64829; None
64830; None
64831; None
64832; Contains 0 MADS-box domains.
64833; None
64834; Belongs to the protein kinase superfamily., Contains protein kinase domain.
64835; None
64836; None
64837; None
64838; None
64839; None
64840; None
64841; None
64842; None
64843; Belongs to the phospholipase D family. C2-PLD subfamily., Contains 0 C2 domains.
64844; None
64845; None
64846; Contains protein kinase domain.
64847; Belongs to the pyruvate kinase family.
64848; None
64849; None
64850; None
64851; None
64852; Contains LisH domain.
64853; Contains 0 ANK repeats., Contains 0 PH domains., Contains Arf-GAP domain., Contains BAR domain.
64854; Belongs to the ARF family., Contains 0 TF-B3 DNA-binding domains., Contains PB1 domain.
64855; None
64856; Contains 0 BTB (POZ) domains.
64857; None
64858; None
64859; Belongs to the HSF family.
64860; None
64861; Belongs to the UDP-glycosyltransferase family.
64862; Belongs to the pectinesterase family.
64863; None
64864; None
64865; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
64866; None
64867; None
64868; None
64869; None
64870; Belongs to the complex I subunit 1 family.
64871; None
64872; None
64873; None
64874; None
64875; None
64876; None
64877; None
64878; None
64879; None
64880; None
64881; None
64882; None
64883; None
64884; None
64885; None
64886; Contains 0 F-box domain.
64887; None
64888; None
64889; None
64890; None
64891; Contains 0 ERV/ALR sulfhydryl oxidase domains., Contains 0 thioredoxin domains.
64892; None
64893; None
64894; Belongs to the UDP-glycosyltransferase family.
64895; None
64896; Belongs to the glycosyl hydrolase 32 family.
